n,k,entry,factors,max_factor
70,-33,645460936439209113745256832433471993628800,"{2: 7, 5: 2, 16896185741: 1, 1853449427: 1, 6440959522177071887: 1}",6440959522177071887
70,-31,497016163804144322542105724227818788096608,"{2: 5, 79: 1, 419: 1, 706373: 1, 664271056289140271048829290003: 1}",664271056289140271048829290003
70,-29,364197156709612667255075785306971183146752,"{2: 8, 19: 1, 41681: 1, 4777501: 1, 376014045861568943829575153: 1}",376014045861568943829575153
70,-27,253514650797502954515884169539598179021872,"{2: 4, 5867: 1, 2865615443: 1, 942429957418984674011856307: 1}",942429957418984674011856307
70,-25,167428257310306511274290690609419175813632,"{2: 9, 83: 1, 352069: 1, 357587: 1, 31294728998807498719551989: 1}",31294728998807498719551989
70,-23,104819971137800007098586342296561718934912,"{2: 7, 18283501: 1, 14504195479: 1, 3088026808569059126801: 1}",3088026808569059126801
70,-21,62173747223194127442671786199397943959552,"{2: 13, 37: 1, 631: 1, 34008193: 1, 1021520982799: 1, 9357399422039: 1}",9357399422039
70,-19,34927548611084815440281930915098865503072,"{2: 5, 19: 1, 9013: 1, 6373751914465073738569495180043093: 1}",6373751914465073738569495180043093
70,-17,18579829443819228238848017744519418429184,"{2: 8, 5459683969: 1, 13293344299232800576776400831: 1}",13293344299232800576776400831
70,-15,9358039144336076484192989802141268797760,"{2: 6, 5: 1, 13: 2, 173040664651184846231379249299949497: 1}",173040664651184846231379249299949497
70,-13,4462520837203045305795876203101016524288,"{2: 9, 83: 1, 14503: 1, 59182061923: 1, 122344447665609071437: 1}",122344447665609071437
70,-11,2014761683636529716597319403580890387552,"{2: 5, 1305034267406203: 1, 48244942057176122751737: 1}",48244942057176122751737
70,-9,861220013564953404446275394611635541504,"{2: 9, 10061: 1, 29812061: 1, 5608038707153925207732227: 1}",5608038707153925207732227
70,-7,348534826866475043490255835069744498816,"{2: 7, 167: 1, 547: 1, 829: 1, 35956539098421794895830632657: 1}",35956539098421794895830632657
70,-5,133537813089693795347408923003790190592,"{2: 11, 1217: 1, 562949: 1, 194735683: 1, 488730158207002211: 1}",488730158207002211
70,-3,48434828469717884624198686977683276920,"{2: 3, 5: 1, 131: 1, 389: 1, 1621397: 1, 14655057022275498143901401: 1}",14655057022275498143901401
70,-1,16628662500635978596332235129542309184,"{2: 6, 311: 1, 3373: 1, 3836843: 1, 64554509561019036606589: 1}",64554509561019036606589
71,-68,5575186289620033765410963162899802432151708,"{2: 2, 7: 2, 11: 1, 71: 1, 181: 1, 379: 1, 421: 1, 14197: 1, 8191: 1, 101855671: 1, 106471574188981: 1}",106471574188981
71,-66,5575186055992186632708413706779750397472468,"{2: 2, 7: 1, 163: 1, 5851: 1, 208777470490605313604692311103315987: 1}",208777470490605313604692311103315987
71,-64,5575183369271944606629094961399151998661208,"{2: 3, 7: 1, 67: 1, 1485923072833673935668735330863313432479: 1}",1485923072833673935668735330863313432479
71,-62,5575163069607893742918686662967964096531688,"{2: 3, 7: 1, 29: 1, 24223: 1, 9283: 1, 15267055000890107249784963171043: 1}",15267055000890107249784963171043
71,-60,5575049729816943087202240330060498309641868,"{2: 2, 7: 1, 397: 1, 829: 1, 38486938684973399: 1, 15719267663171651963: 1}",15719267663171651963
71,-58,5574551034736760202049876465267648847326660,"{2: 2, 5: 1, 7: 1, 5879: 1, 9777180953: 1, 692731197654055348110445637: 1}",692731197654055348110445637
71,-56,5572750191391655338999673620182359122299520,"{2: 7, 5: 1, 7: 1, 290767: 1, 5895517: 1, 27950521: 1, 25961790571680936421: 1}",25961790571680936421
71,-54,5567261906911335756370483997065285674597760,"{2: 7, 5: 1, 19: 1, 53: 1, 1307: 1, 1156801: 1, 5713443871954136322487024291: 1}",5713443871954136322487024291
71,-52,5552855160150496851968861236382967874380640,"{2: 5, 5: 1, 41: 1, 3449: 1, 891557: 1, 275277171751652475040920316883: 1}",275277171751652475040920316883
71,-50,5519773000921903812231801563705052925733920,"{2: 5, 5: 1, 28409: 1, 50861239589843: 1, 120362159597: 1, 198366520883: 1}",50861239589843
71,-48,5452505943823764631433113562593292530152256,"{2: 6, 127: 1, 16045820941: 1, 338705436368749: 1, 123432164243803: 1}",338705436368749
71,-46,5330202203645329757253680833299182720003776,"{2: 6, 263: 1, 476831: 1, 664115290944630919383365580746803: 1}",664115290944630919383365580746803
71,-44,5129759962797339269015166082511613864482656,"{2: 5, 21052553: 1, 114792214591: 1, 66333033935166953998621: 1}",66333033935166953998621
71,-42,4831666373843917517275836453135229412682016,"{2: 5, 43: 1, 199: 1, 424003: 1, 71570280979: 1, 581465265424850301557: 1}",581465265424850301557
71,-40,4427110788835702282772460527552993370952576,"{2: 7, 17389: 1, 106103: 1, 5187155970141647: 1, 3613922566703483: 1}",5187155970141647
71,-38,3923663838603256657612703820161766296800384,"{2: 7, 373: 1, 16488007: 1, 4984307496208318867971683414723: 1}",4984307496208318867971683414723
71,-36,3346797541461912712117149259609318607667664,"{2: 4, 421: 1, 75225465363563: 1, 6604842711245481299286923: 1}",6604842711245481299286923
71,-34,2735997932724019122768915019024373995644784,"{2: 4, 3659: 1, 46734045038330471487580538040181299461: 1}",46734045038330471487580538040181299461
71,-32,2136509427851642081371574005116928357918624,"{2: 5, 14165321: 1, 4713336155274124394559197610834517: 1}",4713336155274124394559197610834517
71,-30,1589607633932982324307333080148732337536864,"{2: 5, 541: 1, 593: 1, 27749: 1, 5580083092789110659824732912571: 1}",5580083092789110659824732912571
71,-28,1124741109102121530802728293925765720212368,"{2: 4, 461: 1, 78141881: 1, 1951406735174555977327689342853: 1}",1951406735174555977327689342853
71,-26,755799422728422488338756241367855706462768,"{2: 4, 19: 1, 2486182311606652922166961320288999034417: 1}",2486182311606652922166961320288999034417
71,-24,481888170723706532570049717499104332618368,"{2: 7, 3793: 1, 1237682057: 1, 2195871109: 1, 365205671607835609: 1}",365205671607835609
71,-22,291341212807382389426601700894755550813568,"{2: 7, 103: 1, 9479: 1, 15373: 1, 253850994659: 1, 597385544770634909: 1}",597385544770634909
71,-20,166956393056448573763517578944694540468768,"{2: 5, 311: 1, 1201: 1, 1158887: 1, 2736405801749: 1, 4404819180829693: 1}",4404819180829693
71,-18,90667036942542500156825984148657120790624,"{2: 5, 323259071831: 1, 8764935469268832226949054197: 1}",8764935469268832226949054197
71,-16,46653946876827457691426987150943224822464,"{2: 6, 563561: 1, 24068737259586377: 1, 53742043900905883: 1}",53742043900905883
71,-14,22745601655945212401580618411444318370624,"{2: 6, 863: 1, 41113: 1, 13613: 1, 23021: 1, 100605301: 1, 317708326529543: 1}",317708326529543
71,-12,10506805888112634455587834413843687686944,"{2: 5, 3881: 1, 45161: 1, 36879839: 1, 50795415989640384714583: 1}",50795415989640384714583
71,-10,4598421724331389929936145587415797012064,"{2: 5, 5121528665617531: 1, 28058161589539624440617: 1}",28058161589539624440617
71,-8,1906824494164378534917042899820869037952,"{2: 7, 1087: 1, 12791240749337: 1, 1071417005610058001161: 1}",1071417005610058001161
71,-6,749148266135556429532482604081115070592,"{2: 7, 29: 1, 201817959627035676059397253254610741: 1}",201817959627035676059397253254610741
71,-4,278842298498847449220004983936840021352,"{2: 3, 409: 1, 696109: 1, 89685061507: 1, 1365048241567515107: 1}",1365048241567515107
71,-2,98320815971625820413195392366310204472,"{2: 3, 757: 1, 16235273443135043000857891738162187: 1}",16235273443135043000857891738162187
71,0,32837533094104249179352697384843506192,"{2: 4, 27342533: 1, 4520407: 1, 16604823250050097184027: 1}",16604823250050097184027
72,-69,22300745168492757081616819056861497672950228,"{2: 2, 4261: 1, 123224051: 1, 10618235844493660350369536628587: 1}",10618235844493660350369536628587
72,-67,22300744457596593663536204283239053624569112,"{2: 3, 7: 1, 131: 1, 20138351: 1, 918773216388253: 1, 164296308680850989: 1}",164296308680850989
72,-65,22300736163808020452595698590977206393456092,"{2: 2, 7: 2, 11: 1, 857: 1, 71347: 1, 1334230181: 1, 126789457677131319007043: 1}",126789457677131319007043
72,-63,22300672578095625835385154950303044288256272,"{2: 4, 7: 1, 199113148018710944958796026341991466859431: 1}",199113148018710944958796026341991466859431
72,-61,22300312259058723004525407653149459025457292,"{2: 2, 7: 1, 41: 1, 318001: 1, 61085842845394606128014739038166029: 1}",61085842845394606128014739038166029
72,-59,22298702834027223693351869725863444851621848,"{2: 3, 7: 1, 18664974871: 1, 21333600756938325432560883850523: 1}",21333600756938325432560883850523
72,-57,22292801608911726219048897325814726214225220,"{2: 2, 5: 1, 7: 1, 31: 1, 5136590232468139681808501687975743367333: 1}",5136590232468139681808501687975743367333
72,-55,22274535912125662608111125611378216146092800,"{2: 8, 5: 2, 43415389: 1, 1688592007: 1, 1303400533: 1, 36423558258253: 1}",36423558258253
72,-53,22225827387362826312277067706214189297739680,"{2: 5, 5: 1, 709: 1, 829: 1, 22279: 1, 697069: 1, 119363: 1, 90793: 1, 1404247418213777: 1}",1404247418213777
72,-51,22112174162916208288664265927498126651582400,"{2: 6, 5: 2, 97: 1, 142475348987862166808403775306044630487: 1}",142475348987862166808403775306044630487
72,-49,21877290832393197706531142251484930516190688,"{2: 5, 40112257: 1, 8361906121: 1, 2038267479457172045656247: 1}",2038267479457172045656247
72,-47,21443112554759753903194156062490840690163584,"{2: 7, 811: 1, 1231: 1, 167802701515875414681661220202525683: 1}",167802701515875414681661220202525683
72,-45,20719482092037347564299179080834024313451744,"{2: 5, 149: 1, 479: 1, 46986709667: 1, 193077693255970943282982631: 1}",193077693255970943282982631
72,-43,19624759084329091820842675441917302102528704,"{2: 6, 7013: 1, 24241695771847053043: 1, 1803671838457246229: 1}",24241695771847053043
72,-41,18112998740351024365593218035794209525539744,"{2: 5, 1589569: 1, 31091: 1, 11453185725567332555972710515823: 1}",11453185725567332555972710515823
72,-39,16198102304645472255610571988038292261353728,"{2: 8, 8597: 1, 4466715427957: 1, 1647741047982751410088097: 1}",1647741047982751410088097
72,-37,13964056462988994793964151598989722119803376,"{2: 4, 872753528936812174622759474936857632487711: 1}",872753528936812174622759474936857632487711
72,-35,11554791339633970080423894316682440594602016,"{2: 5, 9293: 1, 27143063: 1, 3562279923450679: 1, 401854923648533: 1}",3562279923450679
72,-33,9145526216278945366883637034375159069400656,"{2: 4, 37: 2, 137: 1, 30269: 1, 179999: 1, 1384711: 1, 51096443: 1, 7905816406819: 1}",7905816406819
72,-31,6905332329650589054293573245563125370529216,"{2: 6, 70123: 1, 2149237: 1, 27439019: 1, 26091030579039739140851: 1}",26091030579039739140851
72,-29,4963830961239346916715517961926029498173968,"{2: 4, 56453: 1, 166151: 1, 285988321981: 1, 115653482864580064711: 1}",115653482864580064711
72,-27,3392139377287388995818997018029332839600672,"{2: 5, 7: 1, 788243600173: 1, 19211674360015748661121762211: 1}",19211674360015748661121762211
72,-25,2201463934899542086048905393865168704317872,"{2: 4, 7013: 1, 539828168564021: 1, 36343957084201376510179: 1}",36343957084201376510179
72,-23,1355911809145853700849854820183370985059072,"{2: 8, 11: 1, 599164314906881: 1, 803623916102235923656057: 1}",803623916102235923656057
72,-21,792210391976728110717154437728839172219872,"{2: 5, 227: 1, 720497: 1, 208734531167: 1, 725167316196983716027: 1}",725167316196983716027
72,-19,438957503884076074233995531390665902840640,"{2: 6, 5: 1, 1371742199637737731981236035595830946377: 1}",1371742199637737731981236035595830946377
72,-17,230628877573024873231106945601486795258016,"{2: 5, 7716899: 1, 933944117210427049579383123978487: 1}",933944117210427049579383123978487
72,-15,114890751844663094896168842385276179934336,"{2: 7, 1004673793: 1, 886405811: 1, 72744241373: 1, 13855391903: 1}",72744241373
72,-13,54266019320283115768344121652975381431456,"{2: 5, 13: 1, 181: 1, 4507592384011: 1, 159886362859726368341951: 1}",159886362859726368341951
72,-11,24302071061106804245396271176091078723136,"{2: 6, 19: 1, 19985255806831253491279828269811742371: 1}",19985255806831253491279828269811742371
72,-9,10318895206824525534687274286878404125920,"{2: 5, 5: 1, 953681: 1, 5900657005000453: 1, 11460662369250959: 1}",11460662369250959
72,-7,4154269292571047823514490712064214249728,"{2: 8, 807493: 1, 20096291143211960426410482002941: 1}",20096291143211960426410482002941
72,-5,1585675161632098777192497555891635134648,"{2: 3, 6113: 1, 22783671556057627: 1, 1423135097051344981: 1}",1423135097051344981
72,-3,573804746413724910459591161035770634768,"{2: 4, 11: 2, 33289: 1, 8903444056013789307644733006817: 1}",8903444056013789307644733006817
72,-1,196833415253938567951253484520840723048,"{2: 3, 3529: 1, 121972171147: 1, 57160553845852151675087: 1}",57160553845852151675087
73,-70,89202980704008894386386175443232854524831100,"{2: 2, 5: 2, 7: 1, 13: 1, 19: 1, 37: 1, 73: 1, 163: 1, 193: 1, 337: 1, 6553: 1, 51361: 1, 196201: 1, 659521: 1, 413696161: 1}",413696161
73,-68,89202978541282538072225431906578658546657564,"{2: 2, 11: 1, 47: 2, 108439: 1, 643031: 1, 6155744209: 1, 2138124470822150389: 1}",2138124470822150389
73,-66,89202952949020655021323300056170672804937388,"{2: 2, 7: 1, 10459: 1, 439853: 1, 692505901247472329818109242867523: 1}",692505901247472329818109242867523
73,-64,89202753898094897958751163441886339258224908,"{2: 2, 7: 1, 67: 1, 487313: 1, 1645003: 1, 108954813088999: 1, 544407772193603: 1}",544407772193603
73,-62,89201609355271794848961377909751421364628148,"{2: 2, 7: 2, 229064734395031: 1, 1986819372325361767560110923: 1}",1986819372325361767560110923
73,-60,89196420761140394084581016830739793580322836,"{2: 2, 7: 1, 2179: 1, 569426920753953029: 1, 2567403746028605178557: 1}",2567403746028605178557
73,-58,89177107660762402350498561703307623494297508,"{2: 2, 7: 1, 13: 1, 47: 1, 59: 1, 759881: 1, 828743: 1, 251485219529: 1, 557858693081177: 1}",557858693081177
73,-56,89116409345288714043382274159949374652503620,"{2: 2, 5: 1, 41: 1, 1033: 1, 105206726023290810619533768753039188077: 1}",105206726023290810619533768753039188077
73,-54,88952018074214141544942328730020784039311840,"{2: 5, 5: 1, 2297: 1, 1536087533: 1, 157564676891105036420843608999: 1}",157564676891105036420843608999
73,-52,88562349876111451178269865488708569252486880,"{2: 5, 5: 1, 48855690878959: 1, 5230482307073: 1, 2166068827122149: 1}",2166068827122149
73,-50,87744046660095801408257692681952918200154464,"{2: 5, 19: 1, 83: 1, 1738745376111600376669659414274590167251: 1}",1738745376111600376669659414274590167251
73,-48,86206628496672459416113610438957452586681440,"{2: 5, 5: 1, 136379: 1, 3950692028128985190907031619556413221: 1}",3950692028128985190907031619556413221
73,-46,83601558830871796596091693304992913630518816,"{2: 5, 73: 1, 113: 1, 139: 1, 19709: 1, 115606886141706279880374468155687: 1}",115606886141706279880374468155687
73,-44,79593759345024623026827205406585930621037856,"{2: 5, 10685443: 1, 232775092200858632589060665894320931: 1}",232775092200858632589060665894320931
73,-42,73963755305382164917622329549299930679147936,"{2: 5, 919: 1, 2515089611853310830985525351921243562267: 1}",2515089611853310830985525351921243562267
73,-40,66707305654287441132424933999909086309600928,"{2: 5, 7: 1, 5991934933: 1, 22225507257119: 1, 2236179237727687561: 1}",2236179237727687561
73,-38,58090271693612456637503026785007458620763856,"{2: 4, 3836887: 1, 123834164263: 1, 7641241726199325562863661: 1}",7641241726199325562863661
73,-36,48628430481890905035235834549037043903609424,"{2: 4, 53: 1, 2029: 1, 21799: 1, 1972987: 1, 657130399055853543306706169: 1}",657130399055853543306706169
73,-34,38991369988470806181074805419807917802803984,"{2: 4, 17586436879607: 1, 492977717237: 1, 281088685748901211: 1}",281088685748901211
73,-32,29861523205230712529764356771064535180988304,"{2: 4, 241: 1, 613: 1, 10151: 1, 49174889: 1, 25308257296011996860204587: 1}",25308257296011996860204587
73,-30,21796825213368629804440127131341213865051120,"{2: 4, 5: 1, 12713647: 1, 9227677861: 1, 2322419561791233799617017: 1}",2322419561791233799617017
73,-28,15140249093101513904172509016014028016975984,"{2: 4, 12907898219: 1, 6599322285808403: 1, 11108570288031607: 1}",11108570288031607
73,-26,9996531181986015253965713199624838952554288,"{2: 4, 21323: 1, 50441: 1, 909637: 1, 27462612097: 1, 23253449545803709: 1}",23253449545803709
73,-24,6269199362337103188598469854415281659495088,"{2: 4, 2243: 1, 40087: 1, 11686420075613: 1, 372887457145984934971: 1}",372887457145984934971
73,-22,3732542985076038033001318133369888501718688,"{2: 5, 73: 1, 271: 1, 811: 1, 29728693: 1, 244549071464759256961579301: 1}",244549071464759256961579301
73,-20,2109082903628956333419141031900836880741792,"{2: 5, 23: 1, 3971640837918547567: 1, 721515838964128467541: 1}",721515838964128467541
73,-18,1130844136603150693927316368195126288614688,"{2: 5, 11: 1, 24158729783: 1, 367150622977: 1, 362194391781154109: 1}",362194391781154109
73,-16,575301133107014157919613472757315335061024,"{2: 5, 13: 2, 3095429: 1, 2948774056273: 1, 11654568600568687909: 1}",11654568600568687909
73,-14,277688809805512442201201207344202324228704,"{2: 5, 35089: 1, 38841193: 1, 5375061149: 1, 1184571935479355239: 1}",1184571935479355239
73,-12,127172232503603528504532935181248617600864,"{2: 5, 27967: 1, 603042710341: 1, 235639646540746906642241: 1}",235639646540746906642241
73,-10,55258756681580380849458094036726291100896,"{2: 5, 223: 1, 2659893534937: 1, 2911266841008951983251553: 1}",2911266841008951983251553
73,-8,22781703084537669005230746423071046875104,"{2: 5, 158617: 1, 4488347537727999876516772008807191: 1}",4488347537727999876516772008807191
73,-6,8911294777467344155091983379739119653672,"{2: 3, 89: 1, 2169649: 1, 5768612089558762209698993990269: 1}",5768612089558762209698993990269
73,-4,3307089400873273508571271038998947038952,"{2: 3, 29: 1, 540601980165301: 1, 26368189937189268525661: 1}",26368189937189268525661
73,-2,1164304992175540614313351614598292803912,"{2: 3, 151: 1, 541: 1, 22129: 1, 44119: 1, 2047657262561: 1, 891164432989: 1}",2047657262561
73,0,388821110932551566867628394339008414088,"{2: 3, 89: 1, 251: 1, 2175685521579701233647591624171899: 1}",2175685521579701233647591624171899
74,-71,356811922906149175725301399420292009598414964,"{2: 2, 877: 1, 19273: 1, 1076596847: 1, 400726097363: 1, 12232908333904861: 1}",12232908333904861
74,-69,356811916327856508603062471162968830164803792,"{2: 4, 2803: 1, 2963: 1, 3259: 1, 17213712895273: 1, 47863637691217851719: 1}",47863637691217851719
74,-67,356811837388344503136195332075090676961469728,"{2: 5, 12071: 1, 923732078401604318035465506366215197999: 1}",923732078401604318035465506366215197999
74,-65,356811214643305348897576790381829690579612112,"{2: 4, 7: 1, 23: 1, 25919: 1, 311753407188109: 1, 17142066946925661768847: 1}",17142066946925661768847
74,-63,356807581963910282505635297171140603352109352,"{2: 3, 7: 1, 11: 1, 89: 1, 6508236939367982681045441725724876027873: 1}",6508236939367982681045441725724876027873
74,-61,356790871638692977102704428401970802105596656,"{2: 4, 7: 1, 13: 1, 19: 1, 7621: 1, 6373: 1, 1076677207357: 1, 246636505930151075059: 1}",246636505930151075059
74,-59,356727743743427601136076701940662664063215360,"{2: 8, 5: 1, 7: 2, 5687623465296996191582855579411075638763: 1}",5687623465296996191582855579411075638763
74,-57,356526335696628544480645384183155747451808368,"{2: 4, 167: 1, 151756861603307: 1, 879238760256590706158544067: 1}",879238760256590706158544067
74,-55,355972463567931138678209260350011726770439140,"{2: 2, 5: 1, 2706489071926974283: 1, 6576277496559126810059279: 1}",6576277496559126810059279
74,-53,354639067702548495079751925196146491796772480,"{2: 7, 5: 1, 7: 1, 29: 1, 5027845861: 1, 542910960774349682616476141279: 1}",542910960774349682616476141279
74,-51,351794489856398855403042943534567323852950272,"{2: 8, 216779: 1, 10696148640781529: 1, 592658379809262324457: 1}",592658379809262324457
74,-49,346363932150113179656598523998825275960198784,"{2: 7, 79: 1, 109: 1, 233: 1, 2473: 1, 545367263409078093272129360298847: 1}",545367263409078093272129360298847
74,-47,337011304989287849204388690353936193478237888,"{2: 6, 199: 1, 2273: 1, 2677: 1, 47297: 1, 253367: 1, 18430339: 1, 19690042098453893: 1}",19690042098453893
74,-45,322382836865945665676573309524750705493632384,"{2: 7, 1665577: 1, 2764208474801: 1, 837803896577: 1, 652956211907: 1}",2764208474801
74,-43,301485025261171117779694194054485722658481664,"{2: 9, 523489391: 1, 1124832613777315000856369260714717: 1}",1124832613777315000856369260714717
74,-41,274085672268244488314897131549027189607950720,"{2: 7, 5: 1, 8287: 1, 211315087: 1, 244556108901398113026167602567: 1}",244556108901398113026167602567
74,-39,240978120735124811044934014354931462171892496,"{2: 4, 621324833127667: 1, 24240351814250771617297360843: 1}",24240351814250771617297360843
74,-37,203975563139285171743210530432118590331592128,"{2: 6, 13: 1, 113: 1, 2169583508544132612993645022465522786883: 1}",2169583508544132612993645022465522786883
74,-35,165602540447303323578460250808460797312021376,"{2: 7, 43: 1, 109: 1, 443: 1, 679582609398653: 1, 916887577629629275079: 1}",916887577629629275079
74,-33,128575939604162943770367875733001523345768896,"{2: 6, 6379: 1, 11628459587: 1, 27083509678993945311251115143: 1}",27083509678993945311251115143
74,-31,95251998845336601943084738165088176776141664,"{2: 5, 8839: 1, 112181: 1, 111496136768531: 1, 26924141168483149763: 1}",26924141168483149763
74,-29,67217572492673171516957654179383297915979072,"{2: 6, 7: 1, 100098307: 1, 2656719401057: 1, 564199102297421913761: 1}",564199102297421913761
74,-27,45129842639059559666069648614888544874638848,"{2: 9, 2891929: 1, 388058157555931: 1, 78543348880421930621: 1}",78543348880421930621
74,-25,28804129268997324819761122762870683931039552,"{2: 6, 450064519828083200308767543169854436422493: 1}",450064519828083200308767543169854436422493
74,-23,17466828317565217287602424254524947164651152,"{2: 4, 22930447: 1, 5531927: 1, 8606074624735379011306884113: 1}",8606074624735379011306884113
74,-21,10059791695962907033258741229072399143944064,"{2: 7, 130447: 1, 297195098599961: 1, 2027231192697987720889: 1}",2027231192697987720889
74,-19,5501615313438408415201090136486215746585856,"{2: 8, 2699: 1, 3111029: 1, 11957927: 1, 214036289242799628412853: 1}",214036289242799628412853
74,-17,2856747535924193167686156786467072293797760,"{2: 7, 5: 1, 19: 1, 402443: 1, 57258637: 1, 10195133170929784731606671: 1}",10195133170929784731606671
74,-15,1408367562523551484523217094789922307747136,"{2: 6, 4057: 1, 9649: 1, 74724137: 1, 7522943805429735427641989: 1}",7522943805429735427641989
74,-13,659205507316323027714800012887948177031296,"{2: 7, 1049: 1, 19391: 1, 197059: 1, 74143699363: 1, 17328646291389119: 1}",17328646291389119
74,-11,292948502548344671052907217291427490903552,"{2: 9, 113: 1, 67777: 1, 288359: 1, 259075905850782166262257469: 1}",259075905850782166262257469
74,-9,123603865935193387865150333305939431726208,"{2: 7, 39907674464304013: 1, 24197230622456900424797: 1}",24197230622456900424797
74,-7,49515587416939701470506696562288405836120,"{2: 3, 5: 1, 11689: 1, 21417889712839: 1, 4944562919857668433393: 1}",4944562919857668433393
74,-5,18832562980087164680805796496735960770528,"{2: 5, 2557: 1, 94049: 1, 2447228602810773621081366099403: 1}",2447228602810773621081366099403
74,-3,6800004377399895351511325882793825450688,"{2: 6, 113: 1, 25469: 1, 918089: 1, 3815719066123: 1, 10538473440413: 1}",10538473440413
74,-1,2330768324973195314916236797615318046176,"{2: 5, 647: 1, 8017: 1, 159215071: 1, 294558241: 1, 299417798106487: 1}",299417798106487
75,-72,1427247691894937497440475690623249812890931548,"{2: 2, 7: 1, 38629: 1, 3554591: 1, 137564452439: 1, 2698559459340638836021: 1}",2698559459340638836021
75,-70,1427247671889718701534488812909198500092826340,"{2: 2, 5: 1, 71362383594485935076724440645459925004641317: 1}",71362383594485935076724440645459925004641317
75,-68,1427247428492890018011648467388240861049212976,"{2: 4, 89202964280805626125728029211765053815575811: 1}",89202964280805626125728029211765053815575811
75,-66,1427245481318260549828925703220579748700306064,"{2: 4, 421: 1, 1122679: 1, 164756243573: 1, 1145510613864209539114247: 1}",1145510613864209539114247
75,-64,1427233960535036196414482681895251500635940168,"{2: 3, 7: 1, 25486320723839932078830047890986633939927503: 1}",25486320723839932078830047890986633939927503
75,-62,1427180196879989213813748582377053009668899320,"{2: 3, 5: 1, 7: 1, 863: 1, 31907: 1, 185107498349662977734717915264208409: 1}",185107498349662977734717915264208409
75,-60,1426974102868975780510934534223958794295242736,"{2: 4, 7: 1, 7753: 1, 2057353: 1, 7416451872223: 1, 107701880898078629479: 1}",107701880898078629479
75,-58,1426306750833313234578012854490129906418640464,"{2: 4, 19: 1, 227459: 1, 151841: 1, 35999888981711: 1, 3773514402508541699: 1}",3773514402508541699
75,-56,1424443726400421960515273165233190927763125788,"{2: 2, 7: 3, 4483: 1, 5081: 1, 45579887788792619029744322039691923: 1}",45579887788792619029744322039691923
75,-54,1419889666675576623917465035938451202160756580,"{2: 2, 5: 1, 163: 1, 277: 1, 2083: 1, 754862688513071417333600708011198313: 1}",754862688513071417333600708011198313
75,-52,1410022537271745061288880755799848463355623296,"{2: 7, 89: 1, 433: 1, 23957: 1, 8819: 1, 138736121: 1, 9752071090495437088577: 1}",9752071090495437088577
75,-50,1390886286306738394372838515531043151733546624,"{2: 7, 76407559357: 1, 85870226664349: 1, 1656161630237056181: 1}",1656161630237056181
75,-48,1357397847117976727269764595060633856394912448,"{2: 6, 967: 1, 34506191: 1, 12669187: 1, 985429714152847: 1, 50913070079: 1}",985429714152847
75,-46,1304159815587124846234108618928188309959135040,"{2: 6, 5: 1, 11: 1, 1009: 1, 367195190891951089691106355000503511003: 1}",367195190891951089691106355000503511003
75,-44,1226837912649459019015655891688207873469077376,"{2: 7, 19: 1, 53: 1, 577: 1, 1686271: 1, 97816949: 1, 100007011890918182230307: 1}",100007011890918182230307
75,-42,1123742042065904582724385588701567291482333824,"{2: 7, 89: 1, 367: 1, 115981: 1, 595099721: 1, 2496932611: 1, 1559614167361181: 1}",1559614167361181
75,-40,997020034473618921449699174613821576123628208,"{2: 4, 11: 1, 6405733: 1, 884346344049806387079798083903389901: 1}",884346344049806387079798083903389901
75,-38,852904810152980326274565605651287233166668880,"{2: 4, 5: 1, 2063: 1, 15113047209877: 1, 341947403026302024302594611: 1}",341947403026302024302594611
75,-36,700783184481195142478591282857500982267656256,"{2: 6, 223: 1, 57318479: 1, 1959707924219: 1, 437132230587461492323: 1}",437132230587461492323
75,-34,551330359259792154889563878007465367349328064,"{2: 6, 17: 1, 1315637: 1, 35857134413: 1, 10741658829670211169486563: 1}",10741658829670211169486563
75,-32,414331936140172749599622090228266053674193888,"{2: 5, 9062407: 1, 841859741: 1, 3838669511: 1, 442114138553144987: 1}",442114138553144987
75,-30,296904716323356116493957700703238070524078880,"{2: 5, 5: 1, 331: 1, 1163: 1, 140893: 1, 34213695722891407397087433816017: 1}",34213695722891407397087433816017
75,-28,202607100409851850515166600024048932539895616,"{2: 6, 9019690543: 1, 28657646158279051: 1, 12247361407507033: 1}",28657646158279051
75,-26,131542230446051534125353016903500596667757504,"{2: 6, 25821637: 1, 22266590151946799: 1, 3574767003974697197: 1}",3574767003974697197
75,-24,81204614221692976682568395526445525424993008,"{2: 4, 7: 1, 100512011: 1, 100649092159261: 1, 71669580197400746279: 1}",71669580197400746279
75,-22,47646203405453938387378647941742144596483344,"{2: 4, 19: 1, 103: 1, 379: 1, 4014932813863326896630006210516721703: 1}",4014932813863326896630006210516721703
75,-20,26564637636278132278862011638531046383701632,"{2: 7, 11: 1, 23: 1, 97520233: 1, 8411601215193837768235921452281: 1}",8411601215193837768235921452281
75,-18,14071857921210987918259560495887432627979136,"{2: 7, 13: 1, 1721: 1, 323830801624949: 1, 15173965571445005856431: 1}",15173965571445005856431
75,-16,7081850223494847621255808070836839217039168,"{2: 6, 5145523819: 1, 28005290903: 1, 767886588215591242241: 1}",767886588215591242241
75,-14,3385984084472520567667617133453766838841024,"{2: 6, 204917: 1, 91307129: 1, 2827627924663709521449902887: 1}",2827627924663709521449902887
