n,k,entry,factors,max_factor
92,-77,24519808866550579517698248784251826918815020473549582168,"{2: 3, 359: 1, 523: 1, 7247: 1, 2252540948883592603867731662045560672319732249: 1}",2252540948883592603867731662045560672319732249
92,-75,24519421244868830385509306638445493446346303873920504608,"{2: 5, 1063: 1, 98240119: 1, 73988363: 1, 19827342883121: 1, 5001613821472446997499: 1}",5001613821472446997499
92,-73,24518064568982708422848009128123326292705795775218733148,"{2: 2, 467: 1, 13125302231789458470475379618909703582818948487804461: 1}",13125302231789458470475379618909703582818948487804461
92,-71,24513894046814259426518835300095923561144233842172546808,"{2: 3, 19: 1, 47: 1, 151: 1, 457: 1, 1733: 1, 122493901: 1, 234241954489391292779990038744305797: 1}",234241954489391292779990038744305797
92,-69,24502494619553832169885760170154356094875964558512970812,"{2: 2, 69127: 1, 3403487: 1, 26036254344540603927140283904827554529382247: 1}",26036254344540603927140283904827554529382247
92,-67,24474514207187328903604575760297781404944758134984920640,"{2: 6, 5: 1, 19: 1, 307: 1, 1511: 1, 2017: 1, 7681: 1, 100574249371299827: 1, 5569256211997592692601: 1}",5569256211997592692601
92,-65,24412335513039543867424165960616504316208743860478142480,"{2: 4, 5: 1, 11219375891: 1, 343992837399562667: 1, 79068089380935270140929373: 1}",79068089380935270140929373
92,-63,24286383799253004947981797392031353290307586740323386720,"{2: 5, 5: 1, 53: 2, 229: 1, 5953: 1, 575369: 1, 10160291133180523: 1, 6780584861586759555977: 1}",6780584861586759555977
92,-61,24052473473649432669017398621801787099348294945750268880,"{2: 4, 5: 1, 11549: 1, 3207689: 1, 25206018222079: 1, 321979984620605220461758239419: 1}",321979984620605220461758239419
92,-59,23652226916505542325011649614964529394817951208369600576,"{2: 6, 23419859: 1, 15780028631700946569674353087856795883956025851: 1}",15780028631700946569674353087856795883956025851
92,-57,23018503201027715947002547020805538029311573624183542428,"{2: 2, 250279: 1, 74771063: 1, 2952143111: 1, 104164975378431572864426753676481: 1}",104164975378431572864426753676481
92,-55,22086556560619147744047984382336433080037488941556986328,"{2: 3, 691633620866215746623: 1, 3991737079842486478704613664390917: 1}",3991737079842486478704613664390917
92,-53,20809444497837035762221361507397289260661891413513187228,"{2: 2, 17: 1, 118035434279789139283: 1, 2592621821425785565476683475749837: 1}",2592621821425785565476683475749837
92,-51,19173844838484506381987265544755929632338757737246567328,"{2: 5, 101: 1, 186701: 1, 17409097: 1, 1825218942344313861891299260703487153557: 1}",1825218942344313861891299260703487153557
92,-49,17211125247261471125706350389586298078350997325726623448,"{2: 3, 15329: 1, 32537: 1, 271715303: 1, 2001237141198041: 1, 7932595212878566498589: 1}",7932595212878566498589
92,-47,14999171422232336154342144421061792676237807020680337488,"{2: 4, 80913357013: 1, 13277582663880627377: 1, 872585620780432806275393: 1}",872585620780432806275393
92,-45,12653159789625677851380107787778226340663211242600943288,"{2: 3, 43499: 1, 13901: 1, 1628512007: 1, 17377938795206621: 1, 92426064434818754987: 1}",92426064434818754987
92,-43,10307148157019019548418071154494660005088615464521549088,"{2: 5, 11: 1, 677: 1, 43252098819235176700424966238479673044047164397247: 1}",43252098819235176700424966238479673044047164397247
92,-41,8091470504001620040065036556393514021490386118557676788,"{2: 2, 1956631292024407: 1, 335730146561699: 1, 3079414349085578763438329: 1}",3079414349085578763438329
92,-39,6112131800639409812602992315423156942809301236163284200,"{2: 3, 5: 2, 3163: 1, 460393: 1, 20986248510707760371355966542977111801143719: 1}",20986248510707760371355966542977111801143719
92,-37,4437306743948308850904339496140547107002229412598798164,"{2: 2, 13: 1, 85332821999005939440468067233472059750042873319207657: 1}",85332821999005939440468067233472059750042873319207657
92,-35,3093311328085079684109124270790304646169393998627297024,"{2: 8, 13: 2, 14135791782628073125367: 1, 5057976679265191049914812473: 1}",5057976679265191049914812473
92,-33,2069314820760714604646103146713929437915805111791867584,"{2: 6, 13: 1, 57203320296094059481: 1, 43479246023085671549327585781727: 1}",43479246023085671549327585781727
92,-31,1327800108560312305724605091348278425042516607531729024,"{2: 7, 13: 1, 59: 1, 2273: 1, 6079: 1, 13649: 1, 354421: 1, 202337093277466172261430188395693: 1}",202337093277466172261430188395693
92,-29,816978862377812944245350875429718838396473415708078016,"{2: 6, 13: 1, 23: 1, 1229: 1, 1291: 1, 7219: 1, 139088413155244523: 1, 26798688375316409056067: 1}",26798688375316409056067
92,-27,481924066494668201769711013375609862209283795264608000,"{2: 8, 5: 3, 13: 2, 5657: 1, 150743: 1, 123635388797: 1, 845231745600336114677056633: 1}",845231745600336114677056633
92,-25,272514819067702737722436099591791752092290282487439240,"{2: 3, 5: 1, 13: 1, 18329: 1, 1542509: 1, 10135547: 1, 137389919: 1, 13311231695776722465913369: 1}",13311231695776722465913369
92,-23,147715368580925339956888423700425403638728492044480080,"{2: 4, 5: 1, 13: 1, 13583314057512791: 1, 10456506243579946085420540984942947: 1}",10456506243579946085420540984942947
92,-21,76750975166875447109812294272001401576899238655346440,"{2: 3, 5: 1, 13: 1, 421: 1, 1352564729: 1, 259203227319001920580891762098652486133: 1}",259203227319001920580891762098652486133
92,-19,38227447313534076707113824010856943314763358244102464,"{2: 6, 13: 1, 239: 1, 1883989: 1, 191970437: 1, 491482361: 1, 1081517170994485800135191: 1}",1081517170994485800135191
92,-17,18252284722912625387196098690263520512174383216050032,"{2: 4, 13: 1, 6451: 1, 2456190391297: 1, 5538151473596741135288166324471457: 1}",5538151473596741135288166324471457
92,-15,8354681637469563922372000558437950655035701895843872,"{2: 5, 13: 1, 6187729: 1, 3245676939122624454031084592538977086993973: 1}",3245676939122624454031084592538977086993973
92,-13,3666343333838640070613217232836364933233168638904112,"{2: 4, 13: 1, 8269537945939: 1, 2131515782222280741947777554459764901: 1}",2131515782222280741947777554459764901
92,-11,1542566153561383966825050427221971401134585197726272,"{2: 6, 108179: 1, 730387059995717: 1, 305047725481462652688170201911: 1}",305047725481462652688170201911
92,-9,622262708774572988516844811455734203891865706549208,"{2: 3, 97: 1, 728627: 1, 5782003627: 1, 190339285072270019738115468931627: 1}",190339285072270019738115468931627
92,-7,240673475570285509706125409796562683083908844353840,"{2: 4, 5: 1, 47: 1, 137: 1, 239: 1, 5827: 1, 18127: 1, 18507636613500733602798137412845947: 1}",18507636613500733602798137412845947
92,-5,89249176679695240336792313900066047842656121260440,"{2: 3, 5: 1, 2231229416992381008419807847501651196066403031511: 1}",2231229416992381008419807847501651196066403031511
92,-3,31731419736757851196502998404497558487451598535040,"{2: 7, 5: 1, 1021: 1, 29202642683: 1, 703337946644436403: 1, 2364272790061859: 1}",703337946644436403
92,-1,10815871757507891509125065497018107812831772089440,"{2: 5, 5: 1, 6317: 1, 5849: 1, 18985144851826903: 1, 96368507579698216380541: 1}",96368507579698216380541
93,-90,98079714615102680246483052090287697442338141635509047100,"{2: 2, 5: 2, 7: 1, 47: 1, 139: 1, 1933: 1, 17389: 1, 44483: 1, 72418178167: 1, 198070760803185630083903713: 1}",198070760803185630083903713
93,-88,98079714605467008467314217572103594624995834652103287404,"{2: 2, 839: 1, 29225183136313172964038801421961738565255016284893709: 1}",29225183136313172964038801421961738565255016284893709
93,-86,98079714459325986483253560712978035228637512070449265348,"{2: 2, 11: 1, 2229084419530136056437580925294955346105398001601119667: 1}",2229084419530136056437580925294955346105398001601119667
93,-84,98079712997915766642646992121722441265054286253909044788,"{2: 2, 949945533059: 1, 724991549: 1, 1343577159721987: 1, 26498722279516944841: 1}",26498722279516944841
93,-82,98079702159123302824814941736576786035145361447902408968,"{2: 3, 2143: 1, 126464719: 1, 45237395922609975965104834380893834642258513: 1}",45237395922609975965104834380893834642258513
93,-80,98079638571540848426866912810388942019679669252663478824,"{2: 3, 41: 1, 43: 1, 6954029961113219542460785082982766734237072408725431: 1}",6954029961113219542460785082982766734237072408725431
93,-78,98079331231558985503451439667147695944928823642341983128,"{2: 3, 71: 1, 172674878928801030815935633216809323846705675426658421: 1}",172674878928801030815935633216809323846705675426658421
93,-76,98078072601157070674226168699588307257853932095311095992,"{2: 3, 7: 2, 431: 1, 19465729: 1, 102811709458486643: 1, 290065002316764586294232243: 1}",290065002316764586294232243
93,-74,98073614951816955654053334022815472324463691199576704052,"{2: 2, 1051: 1, 3673: 1, 46054353767: 1, 137910665793486020067399924025585135193: 1}",137910665793486020067399924025585135193
93,-72,98059746709425486702404515028411096976138497301736373572,"{2: 2, 2927: 1, 4363: 1, 8756457944261: 1, 161361729536096693: 1, 1358606956648754741: 1}",1358606956648754741
93,-70,98021377905475755936176115810558991845772127517711459244,"{2: 2, 277: 1, 1801: 1, 3889: 1, 3242573275685179097: 1, 3895288132727336422836222671: 1}",3895288132727336422836222671
93,-68,97926037241115818880699487451047700309710238963467732732,"{2: 2, 67: 1, 98533: 1, 3708358228689343523243424600495526853179056117553: 1}",3708358228689343523243424600495526853179056117553
93,-66,97711520746305960505877073642147294353570989716419348080,"{2: 4, 5: 1, 11: 1, 1093: 1, 1987477: 1, 51114112787527031403057359205142965224354281: 1}",51114112787527031403057359205142965224354281
93,-64,97271486910798558711369558136710564187131504081448302640,"{2: 4, 5: 1, 495732327795787: 1, 2452721999776176996938581560056540449109: 1}",2452721999776176996938581560056540449109
93,-62,96443804220201302955033993257436714588352471577574193360,"{2: 4, 5: 1, 7: 1, 11: 1, 7607: 1, 668395273477909318298681: 1, 3079263358787440897222963: 1}",3079263358787440897222963
93,-60,95009154223166059644052347466695375283802148570859070608,"{2: 4, 4849825243: 1, 1224388888551933071736307038861371392148043691: 1}",1224388888551933071736307038861371392148043691
93,-58,92707736519588690166019290677381143482752672080920227860,"{2: 2, 5: 1, 71471: 1, 13407342543656563: 1, 4837415793586844834988255142681141: 1}",4837415793586844834988255142681141
93,-56,89278172882885159179146500167814837269424040448854501412,"{2: 2, 61: 1, 223: 1, 1640780946902983885524268546787746035238992142337251: 1}",1640780946902983885524268546787746035238992142337251
93,-54,84514890054130255030712068904528300862023163182096548012,"{2: 2, 109: 1, 607: 1, 7549: 1, 11063729: 1, 5927: 1, 645107615015407576925427887255719243: 1}",645107615015407576925427887255719243
93,-52,78330979013290554908183158141665078157678164625252889212,"{2: 2, 5953: 1, 83177: 1, 679669: 1, 69809: 1, 591519569: 1, 303169613: 1, 4648049701766415799: 1}",4648049701766415799
93,-50,70807220580268919759106316713514823867391749714426437672,"{2: 3, 1793761: 1, 217747: 1, 70157221: 1, 11243657: 1, 28727037166756312658223628291: 1}",28727037166756312658223628291
93,-48,62208639513958479588732783652771676107064418387767635912,"{2: 3, 7: 1, 2539: 1, 40173417211: 1, 252753833: 1, 43088705831198209808865398111311: 1}",43088705831198209808865398111311
93,-46,52958650791109369708482467784396471698227440748483167352,"{2: 3, 67: 1, 11370061263882029: 1, 1728009470171630021: 1, 5028786519883755173: 1}",5028786519883755173
93,-44,43574604260682736496634321251262206355929057636165590552,"{2: 3, 1699: 1, 3205900843193256069499287908421292404055993057398881: 1}",3205900843193256069499287908421292404055993057398881
93,-42,34581559669023879668613180823675202069559773820194579452,"{2: 2, 11171: 1, 5342536955014403329203601337: 1, 144858838457997633155869: 1}",5342536955014403329203601337
93,-40,26427865905919849477874013502662984849918289827047529388,"{2: 2, 11927749: 1, 8039: 1, 68903547641745222536856299679757659559877177: 1}",68903547641745222536856299679757659559877177
93,-38,19424052032484336365316010803844798263815989473959678692,"{2: 2, 857: 1, 203497239173961637: 1, 27844568872894217453526095117027597: 1}",27844568872894217453526095117027597
93,-36,13717240728203547903231712308511461045510411408480689236,"{2: 2, 13: 1, 6197: 1, 19727: 1, 21343584584031407: 1, 101100549574024920171729266021: 1}",101100549574024920171729266021
93,-34,9301255790367223498047433710932092959916809334002899776,"{2: 6, 7: 1, 13: 1, 1283: 1, 1907: 1, 53407: 1, 1583887: 1, 58256293351: 1, 132457833114566261354281: 1}",132457833114566261354281
93,-32,6052715146441651521819918420758764713043354934387054656,"{2: 6, 13: 1, 2239: 1, 16979: 1, 478831: 1, 11909879: 1, 33556070552420040889524954358657: 1}",33556070552420040889524954358657
93,-30,3778736695693751138460657717637434940231936854655963072,"{2: 6, 13: 1, 241: 1, 659: 1, 131777: 1, 98867: 1, 1851744773: 1, 1185355850916681052506479287: 1}",1185355850916681052506479287
93,-28,2262751061861817549554483915556548425024324801501902016,"{2: 6, 13: 1, 103: 1, 8329: 1, 4028093: 1, 771298861: 1, 1020378232527585405956422791113: 1}",1020378232527585405956422791113
93,-26,1299468523697776414937019312150985118486154642726925720,"{2: 3, 5: 1, 13: 1, 29: 1, 86171652765104536799537089665184689554784790631759: 1}",86171652765104536799537089665184689554784790631759
93,-24,715660924810478757593101370693067963008475758620879480,"{2: 3, 5: 1, 13: 1, 113: 1, 34753231259: 1, 853732919563193429: 1, 410495404881384081593: 1}",410495404881384081593
93,-22,377968294081551681286325306516429608369426208010519400,"{2: 3, 5: 2, 13: 1, 44663705929: 1, 3254822182281272750557485484878942861761: 1}",3254822182281272750557485484878942861761
93,-20,191433317107477677231153766304572231521189313387653832,"{2: 3, 7: 1, 13: 1, 705013: 1, 47811462480376628647: 1, 7801120601667115847159129: 1}",7801120601667115847159129
93,-18,92984301482271952868702120081647504851286507892252560,"{2: 4, 5: 1, 13: 1, 57812263: 1, 128776670971024327961: 1, 12009339712043417324023: 1}",12009339712043417324023
93,-16,43316329635321317154312100365577372477281488903581648,"{2: 4, 13: 1, 349: 1, 697217: 1, 8995088998673: 1, 95145763527527701131217737109: 1}",95145763527527701131217737109
93,-14,19353711638985484134211652256947045454735207812556208,"{2: 4, 13: 1, 239: 1, 39538877489: 1, 15740974239717541: 1, 625528478102962219141: 1}",625528478102962219141
93,-12,8294041794522791971088368514502279136636924232082928,"{2: 4, 531717183229: 1, 974912281393057003677861165367232902027: 1}",974912281393057003677861165367232902027
93,-10,3409354279885102932375584861589174012810182317373896,"{2: 3, 151: 1, 408091: 1, 7461983: 1, 430828487: 1, 2151243219893285590590981317: 1}",2151243219893285590590981317
93,-8,1344283135485429517635221040845422253143592239610728,"{2: 3, 12473: 1, 36736482970316419: 1, 366718031666403026144266959943: 1}",366718031666403026144266959943
93,-6,508421005609371230716502351496760826611877208135160,"{2: 3, 5: 1, 7: 1, 18223: 1, 5907394658173: 1, 16867456267727746781764284002743: 1}",16867456267727746781764284002743
93,-4,184443435889968793926301309113558723305010916865560,"{2: 3, 5: 1, 431: 1, 67763: 1, 157882253849912202467003197196088334849363: 1}",157882253849912202467003197196088334849363
